,company,job,title,question,answer
141,파워렉스(주),IT/웹/통신,"학교통해서 면접봤었는데 어려운건 그다지 없었습니다""",일잘할수있냐 건강여부 원하는일같은걸 물어보셧습니다.,잘할수 있다고 말씀드렸고 건강하며 다 가능하다고 했습니다 면접은 딱히 어려운건 없더라고요.
142,블루버드소프트(주),IT/웹/통신,"인적성 시험보고 면접1차 진행, 다대다 면접으로 작은 회의실에서 진행.""",졸업작품 소개해보시오. 상사와 갈등이 있다면 어떻게할것인지 등.,3:2 면접이고 지원자는 둘이었음. 아는대로 솔직히 대답.
143,(주)이지고우,IT/웹/통신,"전화 받아 면접 진행 하였으며, 압박이 아닌 형태로 자유롭게 진행""","진행한 프로젝트 설명, 사용 가능 언어, 네비에 관한 질문",압박이 아니라서 편하게 진행
144,키엔컴(주),IT/웹/통신,"질문은 5가지 이상했던것같고 전체적으로 나쁘지 않았습니다.""",컴퓨터 조립해본적 있는지..윈도우 다룰줄 아는지..등 질문을 받았습니다,나쁘지않았습니다
145,드로닉스(주),IT/웹/통신,"구직공를 통해 이력서 제출 후 서류심사 통과 후 면접통과 후 채용""",전직장의 프로젝트에대한 질문을 많이 했던거 같습니다.,기술적으로 뛰어나신분들이 많아 본인의 역량만큼 대답한다면 긍정적으로 봐주시는거 같습니다.
146,드림인텍(주),IT/웹/통신,"상당히 친절했지만 면접관들이 너무많아 당황했던 기억이 있어요""","우리회사에 왜 오려하는지, 오면 뭘 할수 있을지 얼마나 다닐지 등",그냥 생각을 말했습니다
147,파캔오피씨(주),IT/웹/통신,"전직장 업무내용
사는곳
경력기술서
전직장 퇴사사유""","전직장에서 어떤 업무를 했고
현직장에서는 어떤 방향으로 진행할지","면접 질문이 어렵진 않았습니다
문안하게 대답하시면 될것으로 보입니다"
148,(주)나인브릿지,IT/웹/통신,"시대에 맞지 않는 무례한 질문 다수, 면접관(대표) 말투부터 맞지 않다고 느꼈습니다.""","1. 부모님 두 분 다 계시냐는 충격적인 질문
2. 얼굴 확인을 위해 마스크를 벗으라 하심
3. 회사와 집과의 거리","음... 나름 꽤 많은 면접을 봐왔고, 다수의 질문을 들었지만
최근에 본 면접 경험 중 가장 불편하고 불쾌했네요....
정말 질문이나 말투부터 여기는 아니라고 느꼈어요"
149,(주)상상제작소,IT/웹/통신,"일반적인 면접 진행

크게 어렵지 않았고, 언제부터 출근 가능하냐 질문함.

출근은 하지 않았음""","기억에 잘 안나네요..''

뭘 하고 싶냐
뭘 해왔냐
뭘 할수 있냐","열심히 하는 사람들이 있는곳이구나.
힘들게 일하는 곳이구나"
150,비자테크(주),IT/웹/통신,"대충봅니다 크게 비중없어요 학교랑 영어점수 중요""",학점 토익점수 그리고 의지를 보는 듯합니다,그다지 면접비중이높지않다
151,캐드정보기술(주),IT/웹/통신,"서류접수 하면 왠만하면 면접으로 부르고, 면접장에서 이력서에 적혀진 내용을 다시한번 물어본 뒤 왠만하면 채용.
왜 그런지는 입사해보면 알 수 있음.""","가족이나 거주지, 일 열심히 할 수 있겠나, 나머지는 그냥 별 다른 소리 없이 바로 채용",나메크성에 살고 일은 놀면서 하고 뭐 그런소리만 안하면 채용이니 면접걱정 마세요
152,마트오케이(주),IT/웹/통신,"온라인 잡사이트에 지원해서 면접관과 1:다로 면접을 진행하였다""","결혼여부
자녀여부
혈액형
이전 회사에서 하던 일은?
엑셀을 얼만큼 사용할 수 있는가?
퇴사이유는?","기혼이다
없다
A형
이력서에 열거되어 있는 것을 다시 그대로 설명하였다
매우 잘한다고 답했다
전 직장에서의 단순업무보다 좀 더 전문적인 커리어를 쌓기위해 이직했다고 답함"
153,(주)케이밴드,IT/웹/통신,"그냥 하루보고 채용하고, 질문도 본인이 잘모르는 것
그러면서 근태등등 대기업 연봉이상을 제시하나, 최저시급에도 못미침""",IT 트렌드를 물어보는데 정작 면접 당사자가 잘 모름_ 대표가 보험영업하던 사람,기억도 안남
154,(주)아마다스,IT/웹/통신,"실무 개발자 및 연구소장과 면접을 해서 결정이 난 상태에서 대표이사와 대면함.""",이전까지의 경력 상세 설명 및 기타 개인적인 일들에 대하여 설명함.,기존 업무에 대하여 설명하시오 -> 각 회사에서의 경력을 설명함.
155,세븐정보기술,IT/웹/통신,"취업연계 통해서 소개 받고 이력서 제출 몇주뒤 연락와서 면접보러감""",인성위주의 면접으로 진행됨 이력서는 자세히 보지않고 철야작업 많은데 잘 할수있냐 지원하게된 동기는 무엇인가 질문받음,학원에서 배운대로 하면 될 것같다고 말함
156,블루버드(주),IT/웹/통신,"BEST
"" ㅇ 채용과정 : 서류전형 > 인적성검사 > 1차 면접 > 2차 면접

ㅇ 채용단계별 내용
[서류전형] 수시채용이기에 홈페이지 채용 지원 후 1주일 정도 후 연락 받음
[인적성검사] 외부 인적성...""","[1차 면접]
- 당사에 지원하게 된 계기
- 이전 회사에서의 직무 & 퇴사 사유
- 경력공백기 간의 활동
- 해당 직무를 희망하는 이유
- 직무 수행 시 중점적으로 고려하는 것
- 이전 회사에서 업무 수행 간 어려움을 해결한 사례
- 주위에서 본인에 대해 어떻게 표현하는가?
- 당사 입사 후 기대하는 부분...","블루버드에 지원한 이유는 이제까지 본 채용공고 중 해당 직무에 대한 소개와 설명이 가장 상세하고 흥미가 생겼기 때문인데, 회사가 좋은 인재를 위해 많은 관심을 갖고 노력한다는 인상을 받았으며,
또한 기술력을 바탕으로 세계를 무대로 성장해가는 젊은 회사이기 때문에 회사와 개인이 함께 성장해 갈 수 있을 것이라고 생각했다고 답변"
157,한국내쇼날인스트루먼트(주),IT/웹/통신,"BEST
"" 서류 합격 통보(전화/스케줄 조정) -> 전화면접 -> 합격 통보 (전화/스케줄 조정) -> 1차 면접(다대다 전공 PT 면접) -> 2차 면접 (HR Manager/사장님) )-> 최종 통보""","1차 면접
PT 면접 후 PT 내용에 관한 질문
가장 힘들었던 일 등의 인성 질문이 가장 많았음
영어로는 간단한 회화 수준 체크( 예를 들면 1억이 생기면 무엇을 하시겠습니까? )
전공 면접은 자기소개서에 쓰인 내용과 전공 바탕으로 1~2개 정도.

2차 면접
전부다 인성면접
다른 회사 어디 지원했나
거기는 왜 안 갔나
이 일이...","1차에서는 그냥 다 솔직하게 대답했더니 좋아하셨습니다.
PT 준비 성의 있게 해 가야 할 듯
진짜로 준비한 내용을 정확히 파악하고 있는지 알 수 있는 날카로운 질문들이 많이 들어옵니다. 자신 있게 대답하면 되는 듯. 정확히 모르겠는 건 그냥 모른다고 자신 있게 대답하고 넘어갔습니다. 정확히 아는 부분 까지만 대답했습니다.

2차에서는 다..."
158,(주)대우루컴즈,IT/웹/통신,"BEST
"" 6대2로 면접진행. 당황스럽게 하는 질문들이 많음. 회사사람들만 알 수있는 속사정을 면접에서 물어봄.""","우리회사 영업팀 올해 실적이 얼마나 되는지 아는가?
(영업팀 개인당 평균 목표 금액은 전혀 말해주지 않고)본인은 연목표로 얼마나 할 수 있겠는가?",황당해서 제대로 답변못함
159,동광기연(주),IT/웹/통신,"헤드헌터 통해서 면접보러 감. 인사 담당자 면접후 바로 임원 면접 가는데 천상천하 유아독존 분위기. 그러나 엄청 척하는 것과 다르게 희망 연봉 물어보고 많다는 내색은 도대체 뭔지..""",그냥 문안한 현직장 업무관련 질문 몇가지 함. 실무자 면접은 크게 어렵거나 압박하는 분위기는 아님.,인사담당 부서 체계가 없는듯
160,한국아이비엠테크니컬솔루션(유),IT/웹/통신,"BEST
"" 면접전 필기시험을 진행한다. 영어시험이며, 회화를 어느정도 할 줄 안다면 쉽게 클리어 할 수 있다. 이후 면접을 진행하는데 면접의 프로세스상 오랜시간을 투자한다. 면접시간이 길다.""","1. 화이트보드에 지금 떠오르는것을 하나 써봐라
2. 흡연은 하는지 ?
3. 아버지 어머니와의 관계
4. 어떤 가정을 이루고 싶은가 ?
5. 10년후에 당신의 모습은 ?","무난하게 메뉴얼한 답변을 준비하여 대답하였습니다.
질문을 통해 답을 듣는것이 아니라, 그 사람의 생각을 들어보려고 하는
취지가 강하였습니다."
161,(주)이에프엠네트웍스,IT/웹/통신,"BEST
"" 이력서 제출 후, 면접 일정을 잡기 위해 연락이 1회 오는데 회사 근처에서 거주가 가능한지와 인턴으로 3개월 근무가 가능한지를 확인 함. 아무래도 그 당시에는 서울에서 거주를 했기 때문에 출퇴근이 어려울 것으로...""","당시에는 개별 면접으로써 1:1로 진행이 되었고, 사장님과 직접 면접을 진행했는데 합격 후, 근무하면서 사장님인것을 알게 되었습니다.
면접 질문은 이력서의 자기 소개서 항목에서 몇 가지를 질문하고
면접자의 장래 희망이나 태도를 평가하기 위한 질문을 많이 합니다.
예를 들어, ""당신의 꿈은 무엇인가?"" ""어떻게 지원을 하게 되었는가?""
""평소...","국내 최고의 공유기 기업에서 일 할 수 있다면, 크나큰 영광으로 생각하고 열과 성을 다해 책임있게 최선을 다하겠습니다."
