,company,job,title,question,answer
64,(주)폴라리스오피스,IT/웹/통신,"이메일로 1차면접 진행여부를 물어봤고 이후에 화상 면접으로 진행""","지원동기, 이직하려는 이유, 회사의 제품에 대해 알고 있는지, MBTI가 어떻게 되냐",질문 자체는 크게 난이도 있지 않아서 편하게 하면 될거같다
65,(주)휴노,IT/웹/통신,"면접은 편안한 분위기에서 이루어지고 좋았습니다만 면접일정을 앞두고 두번이나 일정을 변경하는건 좀 배려하시지 않은 행동 같네요 면접 불합 여부도 통보하신다 했으나 이루어지지 않음

이런적은 처음이라 좀 기분이...""","희망연봉 및 자사 서비스,제품에 대한 설명 질문이 있었습니다",면접은 무난하고 포트폴리오 및 하고싶은 서비스 기획에 대한 질문을 하셨으나 면접자를 배려하는건 좀 부족함
66,(주)다비오,IT/웹/통신,"1차면접과 2차면접이 있으며
임원 시간이 될 경우 하루만에 전부 진행되는 경우도 있음""","이직 사유에 대해서 구체적으로 물어봤고
영업 담당자로써 지금까지 해왔던 프로젝트 과정에 대해서 생각 이상으로 상세히 질문함",실제로 그런 일들을 해왔는지에 대해서 파악하기 위함이라 느껴짐
67,(주)와일리,IT/웹/통신,"1실무자 2차 대표님 면접까지 2주정도 소요""","- 포트폴리오 코드를 설명해주세요
- 깃에 대해 알고 있는거 있나요
- 가장 기억에 남는 프로젝트는",- 건물부터 좋았고 면접관들이 매우 친절했습니다.
68,(주)오픈오브젝트,IT/웹/통신,"회사에서 이력서를 먼저 확인하고 제시하여 면접 후 메일로 합격 통보""",개발 framework 사용유무에 관해 상세하게 질문 하셨습니다. 협업보다는 프레임워크의 사용을 얼마나 할 수 있는지를 더 물어 보셨습니다.,본인의 부족함을 알게 됨
69,(주)피어스넷,IT/웹/통신,"전화로 면접 일정 조율
면접당일 방문하여 면접을 진행함""","간단한 2중 for문
가족관계
출퇴근 시간
개발관련 어느정도 알고있는지",면접운 대표님과 1:1로 진행하며 편하게 해주시려고 노력하십니다
70,리얼디스퀘어(주),IT/웹/통신,"방에서 다대다 면접으로 진행하여 한명씩 자기소개하고 질문에 관하여 답변 하는 형식으로 진행""",기본적인 자기소개 및 회사 생활에 관해서 잘 할수있는지를 물어보고 기본적인 질문들을 함,개인적인 질문들도 있었음
71,플로우,IT/웹/통신,"기술 면접, 컬쳐핏 면접 두 가지 면접을 통과해야 된다.""","진행했던 프로젝트에 대해 설명해주세요.
쿠키와 세션의 차이는?","과제, 포트폴리오를 면접 전 자세히 확인하지 않은 것처럼 느꼈습니다."
72,(주)히어솔루션즈코리아,IT/웹/통신,"헤드헌터를 통해서 제의를 받았으며, 글로벌 매니저 면접 (화상) - 한국 지사장 면접 (대면) - HR 면접 (화상) 순으로 진행 됐으며, 채용까지는 약 한달 넘게 시간이 소요됨.""","1. 이직 사유
2. 현대 고객 대응 가능 여부
3. 지도 관련 지식","무난한 대답을 하였으며, 첫 면접 부터 글로벌 매니저와 면접을 진행 하므로 회화 능력은 필수로 가져가야 됩니다."
73,(주)히츠,IT/웹/통신,"서류 전형 > 실무 면접 > 인성 면접 > 최종 합격""","1. 본인이 해왔던 연구가 어디에 쓸모 있는가?
2. 왜 해당 연구를 해야 하는가?
3. 본인의 강점은 무엇인가?","처음 면접 일정을 잡을 때 세 번이나 일방적으로 변경되어서 기분이 좋지 않았습니다.
면접 당일 처음부터 시큰둥한 태도로 참여하셨고, '쓸모없는 연구를 했다' 라는 인식을 계속해서 주셨습니다."
74,(주)다한정보기술,IT/웹/통신,"1년 경력으로 면접봤는데 내가 한 업무에대해 살세히 물어봄""",docker 관련한 질문을 상세히 요청하고 개발한 시스템의 프로세스를 질문함,"본인이 한 업무에대해 자세히 안다면 쉬울듯싶다
업무숙지와 자기가 쓴 스킬에 대해 미리 예상하고 가면될듯"
75,(주)누아,IT/웹/통신,"그리팅으로 지원해서 한달 후 서류 결과를 받고 문제풀이 형식의 면접을 봤습니다. 문제풀이 면접은 1대 3으로 봤고, 각자 자기소개 및 지원동기를 말한 후 2개의 문제를 풀었습니다.""","지원동기, 성능개선 문제, 논술문제. 자기소개 제외하고 이 질문 3개가 전부였습니다.",처음보는 형식의 면접이라 신기했습니다.
76,유진아이티서비스(주),IT/웹/통신,"분위기는 매우 좋았고 기술적인 것 보다는 성격 소통에 관항 질문들이 많았음""","성격의 장단점, 스트레스 받을 때 어떻게 하는지, 상사와 어떻게 친해질 것인지",분위기가 매우 좋았고 오래 다닐 직원을 찾고 원하는 느낌이었습니다
77,(주)트윔,IT/웹/통신,"면접은 1회만 진행하였으며 편한 분위기에서 대화식으로 진행함""","전 직장에서 업무, 출장에대한 인식, 결혼 유무 등",편안한 분위기에서 진행했으며 어렵지 않음
78,오지큐(주),IT/웹/통신,"원티드 통해 지원 하였는데 뜬금없이 작성한 코드 회사 코드라도 가져와라 이렇게 전달받아 1차 당혹 개발팀 팀장 일하기 상당히 까다로워 보임 다름과 틀림을 잘 받아들이지 못할것 같은 사람으로보임 진행중에는 더...""","영속성, JPA, 비동기 등 CS 질문등과 작성한 코드 를 보면서 진행",평소 뭐가되었든 통일성 있게 가는게 좋다 생각하지만 역시 꽉막힌사람들은 좀
79,(주)엔투소프트,IT/웹/통신,"문자가 와서 면접을 보러갔고 면접을 보기전에 양복입은 사람이 뭔가 정리하려고 하는게 많이 보였음. 바지 사장이 있음""","오는데 얼마나 걸렸는지, 그냥 안부정도 물어봄",그냥 흐름에 따라 안부물어보고 끝남
80,(주)민트팟,IT/웹/통신,"입사 지원 후 전화로 면접 일정을 잡는 연락이 옴 -> 인사팀 팀장 대표와 다대일 면접 진행 -> 이후 전화로 면접 합격 통보를 받음.""","직원들과 갈등이 생겼을 경우 어떻게 대처할 것인가?
개발 공부를 하다가 왜 PM으로 지원을 했는가?
부당한 업무 지시를 받았을 때 어떻게 할 것인가?","기본적으로 커뮤니케이션과 관련된 내용의 질문들이 있었고, 평범한 면접이였다고 생각함."
